2383
3000 3000
354 2749 674
354 2853 558
354 2960 706
355 61 338
355 351 384
355 1424 315
355 2654 87
356 138 291
356 566 445
356 1782 159
356 1894 488
356 1962 204
356 2812 629
357 10 800
357 62 922
357 655 184
357 823 230
357 864 430
357 1646 437
357 1726 799
358 475 853
358 1563 430
358 1699 143
358 2557 811
358 2593 884
358 2862 676
359 900 718
359 1021 172
360 1483 41
360 1788 1000
360 2330 22
360 2932 375
361 244 629
361 539 407
361 802 797
361 972 761
361 1075 988
361 1161 278
361 1187 225
361 1388 957
361 1578 373
361 1794 951
361 2027 879
361 2295 415
362 550 628
362 1263 431
362 1323 307
362 2072 472
363 238 752
363 345 192
363 457 686
363 1011 601
363 2366 951
364 64 211
364 1045 133
364 1238 182
364 1248 546
364 1316 124
364 1795 593
364 1977 896
364 1998 945
365 105 887
365 594 905
365 768 322
365 798 580
365 883 586
365 979 711
365 1690 734
365 2360 118
365 2600 130
365 2710 212
366 18 168
366 46 40
366 2155 757
366 2854 726
367 1489 339
367 1703 595
367 2057 537
367 2070 377
367 2364 179
367 2583 810
367 2764 922
368 1002 377
368 2536 985
369 525 351
369 841 791
369 1226 644
369 1436 996
369 2927 465
370 227 858
370 382 324
370 1326 94
370 1671 58
370 1797 381
370 1982 579
370 2073 135
370 2422 768
370 2617 738
370 2937 993
371 209 639
371 909 380
371 962 902
371 1792 201
371 1913 461
371 2134 228
371 2849 682
372 5 78
372 1025 70
372 2576 416
372 2611 876
372 2701 851
373 2829 71
374 208 333
374 738 863
374 745 3
374 835 146
374 1899 309
374 1971 8
374 2115 522
374 2429 789
374 2544 896
374 2563 387
374 2867 841
374 2892 591
374 2968 615
375 403 48
375 892 699
375 1209 382
375 2091 549
375 2536 667
375 2613 608
375 2700 303
376 2069 958
376 2259 775
376 2465 633
377 935 546
377 1617 137
377 1946 423
377 2116 445
378 1421 385
378 2127 734
378 2869 779
379 930 9
379 1066 208
379 1370 667
380 853 236
380 1107 535
380 1562 649
381 756 448
381 1462 16
381 1607 672
381 1786 683
381 1805 331
381 1888 182
381 1934 621
381 2294 636
381 2328 570
382 370 324
382 460 591
382 1198 462
382 1540 943
382 2184 502
382 2279 324
383 112 353
383 127 288
383 184 369
383 211 367
383 481 748
383 488 151
383 730 906
383 760 302
383 912 318
383 2027 786
383 2173 868
383 2999 745
384 540 484
384 653 315
384 1762 363
384 1805 908
384 2053 535
384 2353 250
384 2942 762
385 1354 545
385 1472 45
385 1598 368
385 2098 741
385 2459 799
385 2868 876
386 795 598
386 2567 37
387 126 760
387 156 46
387 284 947
387 686 212
387 800 523
387 983 667
387 1643 943
387 2496 490
387 2751 758
388 489 710
388 1275 822
388 1582 67
388 2366 614
389 269 670
389 413 40
389 2191 100
389 2263 38
389 2314 882
389 2372 427
389 2748 608
389 2916 532
390 493 507
390 1107 832
390 1379 569
390 1461 675
390 1675 26
391 722 708
391 1556 548
391 2766 395
392 565 343
392 2088 624
392 2186 341
393 482 851
393 612 848
393 1197 931
393 1378 132
393 1415 357
393 2392 831
393 2868 870
394 1587 699
394 2612 216
395 1004 922
395 1737 269
395 2216 294
396 115 838
396 819 787
396 1192 191
396 1293 735
396 1388 493
396 1549 339
396 2120 959
396 2159 42
396 2208 721
397 187 417
397 1085 387
397 1318 880
397 1658 405
397 2252 665
398 159 785
398 937 394
398 1507 582
399 585 169
399 1123 415
399 2652 77
400 39 747
400 116 929
400 487 310
400 614 103
400 998 821
400 1510 104
400 2175 928
400 2275 98
400 2313 443
400 2415 133
400 2417 664
400 2792 213
401 1406 762
401 2049 414
401 2329 768
401 2630 437
402 194 61
402 291 837
402 745 995
402 1738 961
402 2524 705
402 2977 396
403 110 133
403 329 692
403 375 48
403 461 226
403 564 730
403 2593 811
404 704 969
404 1984 633
404 2857 824
404 2886 752
404 2974 44
405 618 143
405 2108 140
405 2849 530
405 2954 592
406 812 977
406 1562 772
406 1876 998
406 2154 27
406 2691 502
407 966 216
407 1090 303
407 1562 962
407 1800 3
407 1826 582
407 2776 521
408 601 906
408 1368 855
408 2210 418
408 2422 310
409 139 306
409 458 276
409 798 811
409 993 743
409 1162 721
409 2299 340
409 2561 813
410 289 985
410 1297 967
411 1759 67
411 2985 655
412 115 42
412 637 753
412 1215 516
412 1404 955
412 2474 871
413 389 40
413 468 172
413 491 905
413 787 774
413 988 774
413 2771 401
414 108 573
414 1342 243
414 1614 59
414 1774 464
414 2271 760
414 2308 504
415 180 507
415 1696 710
415 1704 266
415 2298 737
415 2596 943
415 2659 410
416 640 796
416 762 967
416 1260 237
416 1421 80
416 1432 974
416 1689 367
417 9 411
417 235 650
417 848 789
417 1028 770
417 1163 827
417 2278 500
417 2435 576
417 2835 564
418 469 299
418 1087 861
418 1605 384
418 1828 273
418 1894 923
418 2812 593
419 309 457
419 475 699
419 1043 337
419 1307 692
419 1323 120
419 1638 268
419 1853 44
419 2653 124
420 1207 872
420 1506 972
420 2468 533
420 2655 827
420 2897 963
420 2974 8
421 1787 483
421 2031 802
421 2256 4
421 2763 155
421 2865 573
422 444 289
422 583 879
422 913 723
422 2196 403
422 2267 75
422 2352 107
422 2548 657
422 2675 53
422 2895 255
423 485 859
423 745 537
423 752 347
424 697 274
424 1106 557
424 1629 812
424 2225 266
425 220 46
425 1691 250
425 1793 995
425 1831 470
425 2338 885
425 2755 8
425 2778 684
425 2854 675
426 349 543
426 457 484
426 1094 729
426 1978 25
426 2103 871
426 2290 212
427 1469 547
427 1478 719
427 2051 27
427 2299 816
428 596 524
428 1805 637
428 2338 568
428 2518 669
429 464 544
429 739 293
429 1441 9
429 1706 342
429 2090 204
429 2225 533
430 59 325
430 83 613
430 328 602
430 1038 411
430 1199 136
430 1606 651
430 2039 336
430 2198 121
430 2325 625
431 1062 98
431 1747 885
431 1766 485
431 2011 294
431 2385 621
431 2847 975
432 106 250
432 1416 779
432 2244 871
432 2404 640
432 2509 910
432 2909 518
433 932 514
433 1898 891
433 2428 959
433 2574 277
434 690 904
434 1909 184
434 2045 194
434 2449 705
435 544 153
435 622 793
435 1579 507
435 1867 460
435 2458 475
435 2949 919
436 972 475
436 1633 577
436 1736 321
436 2143 623
436 2277 355
436 2772 769
436 2831 855
437 92 158
437 1143 67
437 1467 916
437 1677 213
437 2603 724
437 2606 990
438 784 738
438 845 860
438 1766 513
438 1988 294
438 2476 687
439 554 124
439 940 645
439 1136 671
439 1284 857
440 4 2
440 53 195
440 268 329
440 752 12
440 971 677
440 2506 551
441 690 404
441 756 270
441 2061 541
441 2116 841
441 2520 484
441 2808 841
442 96 173
442 698 578
442 810 11
442 962 174
442 1006 422
442 1092 952
442 1440 11
442 1919 687
442 1991 240
442 2616 786
443 651 239
443 1804 429
443 1888 512
443 2013 973
443 2112 898
444 95 390
444 106 845
444 422 289
444 1828 577
444 2284 595
444 2486 516
444 2573 644
445 101 202
445 854 670
445 1426 714
445 2148 717
446 227 229
446 502 214
446 866 652
446 999 439
446 1195 14
446 1337 515
446 1548 143
446 1842 518
446 2307 301
446 2449 905
446 2608 578
446 2822 775
446 2944 213
447 56 164
447 1033 498
447 2385 479
448 170 900
448 1551 879
448 2220 491
448 2383 293
448 2596 819
449 716 192
449 886 526
449 1639 721
449 1858 522
449 2334 587
449 2365 845
450 1345 145
450 2858 916
450 2977 395
451 52 854
451 453 164
451 606 409
451 815 580
451 949 764
451 970 268
451 1689 213
451 2780 299
452 73 134
452 724 942
452 789 714
452 792 618
452 1824 424
452 1897 362
452 2267 603
452 2342 375
452 2376 916
452 2882 438
452 2911 169
453 451 164
453 462 399
453 561 678
453 1003 592
453 1467 138
453 1478 478
453 1715 428
453 1895 161
453 2156 345
454 330 925
454 817 265
454 944 478
454 1104 661
454 1155 988
454 1289 211
454 1379 790
454 1459 138
454 1879 809
454 2325 837
454 2683 110
454 2734 271
455 2523 253
456 651 923
456 1601 690
456 1717 921
457 7 146
457 363 686
457 426 484
457 2270 382
457 2330 887
457 2478 18
458 409 276
458 982 277
458 1447 748
458 2200 665
458 2350 767
458 2632 93
459 273 512
459 839 892
459 1585 384
459 1738 193
459 2155 555
460 382 591
460 1467 552
460 1719 294
460 1848 15
460 1940 889
460 2272 940
461 42 563
461 403 226
461 1881 252
461 1954 268
461 2167 101
461 2366 961
461 2783 39
462 187 788
462 453 399
462 804 306
462 1400 18
462 1917 909
462 2052 396
462 2624 474
463 352 604
463 962 996
463 1418 92
463 1596 852
463 1648 377
463 1946 647
463 2122 899
464 181 362
464 429 544
464 1290 761
464 1556 293
464 2148 653
464 2208 344
464 2563 433
464 2585 600
465 93 45
465 251 568
465 324 303
465 1284 570
465 2256 626
465 2261 945
465 2596 597
466 552 1000
466 726 530
466 1741 320
466 1932 470
466 2008 781
466 2876 575
467 555 475
467 1669 699
467 2801 783
468 413 172
468 506 460
468 622 812
468 639 999
468 1249 964
468 1824 831
468 1948 993
469 418 299
469 577 553
469 1095 419
469 1960 576
470 2067 356
471 929 484
471 1050 409
471 2123 196
471 2195 641
471 2693 347
472 76 188
472 607 178
473 153 484
473 238 233
473 690 922
473 1179 680
473 1850 480
474 614 175
474 648 316
474 1362 91
474 1779 501
474 1938 401
474 2063 610
474 2681 883
475 263 361
475 358 853
475 419 699
475 513 649
475 1504 490
475 1834 829
475 2660 831
476 53 507
476 1312 968
476 1590 746
476 2364 975
476 2408 116
476 2817 817
477 155 33
477 1391 253
477 1520 317
477 1547 603
477 1690 183
477 1903 185
477 1980 684
477 2908 916
478 915 39
478 1392 133
478 1422 200
478 1612 294
478 1963 303
478 2646 195
479 561 548
479 769 524
479 1638 642
479 1900 830
479 2307 892
480 225 753
480 571 910
480 1150 128
480 1418 189
480 1711 348
480 2544 275
480 2565 901
481 383 748
481 493 777
481 1693 846
481 1985 946
481 2517 216
481 2987 715
482 393 851
482 1828 784
482 2068 279
482 2292 488
483 111 299
483 139 9
483 497 401
483 1556 719
483 1676 40
483 1988 257
483 2812 633
484 1752 911
484 2628 747
484 2647 908
485 129 995
485 423 859
485 1055 622
485 2008 971
485 2436 576
485 2585 856
486 147 804
486 305 992
486 2065 65
486 2123 34
486 2324 707
486 2874 339
487 26 466
487 400 310
487 545 813
487 1158 530
487 1228 705
487 1840 486
487 2934 723
488 383 151
488 727 137
488 1095 67
488 1255 101
488 1376 866
488 2900 693
489 126 169
489 315 326
489 388 710
489 772 780
489 2093 463
489 2376 775
489 2822 809
490 127 597
490 675 995
490 1622 247
490 1661 282
490 1967 365
491 413 905
491 611 258
491 981 408
491 1464 121
491 1810 405
491 1859 932
491 1912 309
491 2354 602
491 2384 215
491 2953 927
492 28 37
492 52 891
492 69 750
492 1010 496
492 1363 758
492 1381 866
492 1758 753
492 2663 515
493 305 940
493 390 507
493 481 777
493 566 296
493 1146 700
493 1529 365
493 2199 901
493 2370 671
493 2933 857
494 611 916
494 811 752
494 1067 790
494 1870 685
494 2332 478
495 23 936
495 580 323
495 1696 741
495 1722 795
495 2021 684
495 2611 521
495 2648 515
495 2776 879
496 52 519
496 1449 368
496 1947 434
496 2722 890
496 2911 30
497 353 602
497 483 401
497 627 419
497 1204 190
497 1559 715
497 2311 963
497 2604 187
498 225 49
498 537 332
498 553 466
498 1147 642
498 2621 917
499 854 868
499 990 704
499 1226 731
499 2236 370
499 2562 516
499 2566 472
500 746 370
500 1632 477
500 2255 181
501 701 662
501 882 315
501 1389 182
501 1410 182
501 1763 499
501 1765 13
501 2630 186
501 2685 760
502 446 214
502 570 143
502 872 179
502 1360 501
502 1790 709
502 1935 902
502 2268 28
502 2480 937
502 2759 61
503 629 1
503 738 884
503 921 989
503 1042 377
503 1651 450
504 258 816
504 707 925
504 723 499
504 741 370
504 1416 378
504 1600 888
504 2186 651
504 2553 419
504 2612 110
504 2870 704
505 599 192
505 601 694
505 1346 786
505 1890 484
505 2252 889
505 2898 652
506 468 460
506 781 373
507 840 492
507 943 436
507 1204 457
507 2630 246
507 2706 430
508 764 48
508 813 722
508 1283 120
508 1807 829
508 2228 93
508 2431 492
508 2653 406
508 2889 260
509 819 576
509 1897 177
509 1995 796
509 2653 125
510 72 318
510 816 27
510 1382 823
510 2543 915
510 2608 541
511 68 135
511 208 366
511 674 602
511 782 876
511 1077 937
511 1195 387
511 1197 138
511 1383 802
511 1598 873
511 2133 73
511 2171 503
511 2549 23
511 2744 344
512 1051 435
512 1583 65
512 2452 528
513 98 846
513 475 649
513 941 21
513 1056 174
513 1059 194
513 1542 383
513 2280 975
513 2586 797
514 135 510
514 218 455
514 833 372
514 1557 411
514 1579 243
514 1683 225
514 1849 249
514 2901 998
515 934 775
515 2104 798
516 204 830
516 1824 4
516 2287 251
516 2672 635
517 331 877
517 335 803
517 1697 87
517 2430 238
517 2500 504
517 2677 348
518 1838 949
518 1913 776
518 1920 64
518 2569 657
519 706 478
519 1387 625
519 1627 175
519 1898 708
519 2433 729
519 2510 151
519 2863 467
520 859 861
520 2267 354
520 2976 230
521 145 501
521 336 547
521 342 682
521 1103 333
521 1157 552
521 1937 772
521 2360 335
521 2644 797
521 2876 982
522 354 688
522 946 997
522 1099 316
522 1679 843
522 2034 911
522 2379 535
522 2794 103
523 895 918
523 1441 173
523 2198 232
523 2288 479
523 2682 84
523 2735 215
524 631 368
524 1845 627
524 1974 258
524 2753 876
525 369 351
525 1182 339
525 1739 360
525 1782 664
525 1971 729
525 2296 441
525 2598 158
526 698 391
526 1183 233
526 1278 90
526 2012 311
526 2938 384
527 97 176
527 789 715
527 1222 229
528 869 718
528 2136 458
528 2892 18
529 1085 427
529 1885 292
529 1909 715
529 2978 10
529 2982 283
530 1843 811
530 2182 605
530 2411 852
530 2513 112
530 2714 753
530 2790 177
531 264 85
531 1219 593
531 1222 381
532 681 516
532 1055 271
532 1158 363
532 1340 726
532 2198 693
532 2435 612
532 2627 278
532 2886 83
533 126 766
533 655 733
533 1417 212
533 1436 857
533 2612 167
534 125 668
534 1023 404
534 1119 804
534 1568 642
534 1875 409
534 2078 102
534 2936 710
535 59 855
535 244 317
535 735 216
535 830 183
535 1238 117
535 2304 579
535 2574 943
535 2746 307
535 2997 100
536 37 167
536 60 889
536 162 663
536 212 789
536 279 271
536 679 809
536 2092 650
536 2419 694
536 2426 879
536 2841 38
536 2890 240
536 2979 852
537 498 332
537 1566 799
537 2616 608
538 592 664
538 644 478
538 1282 728
538 1545 694
538 1551 698
538 1708 706
539 361 407
539 846 431
539 1620 804
539 1678 169
539 2404 83
540 384 484
540 1281 159
540 1861 894
540 1919 331
540 2050 321
540 2798 774
541 124 829
541 2297 984
541 2340 65
541 2740 783
542 1657 785
542 2465 39
542 2855 580
543 644 218
543 986 586
543 2094 611
544 219 743
544 435 153
544 2819 193
545 96 62
545 190 276
545 198 832
545 261 117
545 487 813
545 1080 841
545 1084 197
545 1102 604
545 1696 3
546 2098 155
546 2214 968
546 2624 801
547 32 210
547 335 500
547 822 234
547 898 306
547 1369 981
547 1812 745
547 2308 280
547 2481 46
547 2748 894
547 2929 580
548 583 427
548 1088 291
548 1669 32
548 1777 756
548 2459 762
548 2798 728
549 1944 117
549 2330 74
549 2347 380
550 362 628
550 1319 426
550 1718 301
550 1950 523
550 2053 587
550 2165 977
550 2822 319
551 167 427
551 1074 446
551 1569 167
551 1745 447
551 1874 468
551 2310 8
552 466 1000
552 1505 823
552 1613 774
552 2486 481
553 498 466
553 1333 28
553 2284 393
553 2463 419
554 59 56
554 439 124
554 610 323
554 811 15
554 869 828
554 1744 810
554 2454 210
554 2571 617
555 467 475
555 580 438
555 1120 392
555 2563 54
556 1271 966
556 1360 38
556 1517 815
556 1956 49
556 2370 661
556 2423 923
557 1370 11
557 1516 917
557 1747 911
557 2094 519
558 644 690
558 1079 133
558 1429 453
558 2296 869
559 102 581
559 135 910
559 803 929
559 1324 576
559 1783 434
559 2234 111
560 25 423
560 209 15
560 1378 336
560 1742 544
560 1834 480
560 1979 234
561 105 369
561 453 678
561 479 548
561 1364 356
561 2194 293
562 1118 476
562 1253 643
562 1475 881
562 2052 646
562 2380 285
562 2625 732
563 779 791
563 1629 749
563 2987 780
564 403 730
564 1073 885
564 1213 907
565 327 941
565 392 343
565 1868 517
565 2165 752
565 2301 827
566 347 620
566 356 445
566 493 296
566 734 357
566 2151 462
566 2297 273
566 2379 140
566 2525 785
566 2717 792
567 240 986
567 281 495
567 1828 474
567 2507 76
567 2746 438
567 2908 452
568 765 320
568 2185 841
569 1333 232
569 2063 226
570 502 143
570 1790 864
570 2183 334
570 2443 788
570 2504 156
570 2944 568
571 480 910
572 22 906
572 1391 391
572 1530 147
572 1753 256
572 1798 573
572 1829 923
572 1971 7
572 2073 624
572 2292 564
572 2858 964
573 1120 13
573 1199 494
574 24 866
574 669 285
574 1242 899
574 2576 386
574 2916 766
575 190 159
575 771 993
575 952 92
575 2117 321
575 2266 895
576 192 594
576 349 695
576 1363 664
576 1395 481
576 2114 241
576 2347 231
577 65 657
577 469 553
577 1313 679
577 1553 930
577 1786 148
577 2058 950
577 2161 48
577 2644 123
577 2676 348
578 240 662
578 2447 806
578 2766 143
579 956 958
579 1487 890
579 1709 290
579 2039 756
579 2415 405
579 2747 852
579 2933 287
580 495 323
580 555 438
580 1328 568
580 2009 732
580 2254 639
581 695 97
582 41 907
582 774 554
582 815 986
582 1271 59
582 2907 763
582 2933 231
583 422 879
583 548 427
583 710 641
583 741 195
583 1474 738
584 818 948
584 876 929
584 2136 850
584 2270 163
584 2338 493
584 2403 105
584 2938 807
585 399 169
585 894 903
585 1242 124
585 1317 807
585 1405 944
585 1922 366
586 324 670
586 2740 975
587 1022 672
587 1413 265
587 1593 355
587 1767 834
587 2427 738
587 2596 756
587 2664 11
587 2666 742
587 2876 234
587 2974 485
588 983 423
588 1017 26
588 1817 181
588 2578 729
589 1656 739
589 1777 360
589 2137 424
589 2575 21
590 123 105
590 316 131
590 767 256
590 1344 269
590 1454 950
590 1502 165
590 1917 989
590 2650 877
590 2980 401
591 1758 811
591 1886 763
591 2176 135
592 538 664
592 790 516
592 1523 440
592 1890 264
592 1995 352
592 2080 5
592 2337 965
592 2432 111
592 2565 523
592 2720 570
593 1080 783
593 1203 30
593 1355 538
593 1511 540
593 1678 652
593 2094 945
593 2447 202
593 2535 933
593 2552 419
593 2575 167
594 12 225
594 365 905
594 1115 509
594 1433 17
594 1897 149
594 2018 472
595 50 128
595 819 387
595 1226 585
595 2095 841
595 2157 397
595 2565 965
596 210 184
596 428 524
597 118 284
597 615 705
597 665 916
597 712 731
597 1438 162
597 2174 9
597 2588 369
597 2610 240
597 2853 425
598 75 901
598 294 802
598 925 828
598 951 947
598 1146 183
598 1883 4
598 2294 930
598 2508 619
599 505 192
599 1512 631
599 1871 458
599 1926 146
600 354 704
600 699 367
600 711 172
600 867 165
600 1025 494
600 1189 170
600 1255 252
600 1532 196
600 1578 374
600 1904 555
600 2436 438
600 2999 771
601 408 906
601 505 694
601 680 731
601 1371 806
601 1765 519
601 2915 989
601 2955 542
602 1462 85
602 1531 645
602 2123 438
602 2155 501
602 2178 783
603 311 223
603 866 842
603 1023 701
603 1120 663
603 1863 147
603 2412 882
604 748 775
604 1381 893
604 2574 261
604 2946 800
605 1348 859
605 1866 163
605 2744 928
606 212 255
606 451 409
606 1208 966
606 1932 526
606 2073 183
606 2123 426
606 2354 460
606 2715 975
606 2915 849
607 472 178
607 670 962
607 1181 906
607 1693 342
608 1914 884
608 2316 825
608 2446 78
609 18 672
609 1860 436
609 1987 264
609 2544 684
610 554 323
610 1037 778
610 2015 761
610 2864 974
610 2914 879
611 340 258
611 491 258
611 494 916
611 710 411
611 1104 756
611 1477 914
612 393 848
612 1638 352
612 1700 811
612 2510 520
612 2577 727
612 2645 873
612 2961 768
613 1373 993
613 1637 394
613 2639 655
614 194 543
614 400 103
614 474 175
614 1394 796
614 1439 496
614 1656 66
614 2003 615
614 2505 725
614 2696 382
615 597 705
615 691 822
615 1049 589
615 1230 57
615 2292 520
615 2552 455
615 2690 226
615 2735 985
616 216 719
616 916 42
616 1904 252
616 2262 972
617 1080 586
617 1290 146
617 1502 167
617 1608 19
617 1669 582
617 1693 153
617 1914 797
617 2185 660
618 405 143
618 736 572
618 1645 667
618 1821 926
618 2658 803
618 2891 45
619 1782 125
620 988 750
620 1739 581
620 2055 455
620 2888 104
621 266 514
621 1649 543
621 1750 836
621 1774 97
621 2122 982
621 2164 321
622 249 876
622 435 793
622 468 812
622 1537 781
622 2576 812
622 2617 107
622 2623 876
622 2891 699
623 14 136
623 292 998
